feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_4355_gene	GW101-3H11_contig_1_4355	Galactoside O-acetyltransferase (EC 2.3.1.18)	Cytoplasmic	8.96		
1_2228_gene	GW101-3H11_contig_1_2228	Outer membrane protein A precursor	OuterMembrane	9.93		
1_742_gene	GW101-3H11_contig_1_742	Uncharacterized protein conserved in bacteria, NMA0228-like	Cytoplasmic	8.96		
1_4857_gene	GW101-3H11_contig_1_4857	Uncharacterized protein conserved in bacteria, NMA0228-like	Cytoplasmic	8.96		
1_1399_gene	GW101-3H11_contig_1_1399	DNA-binding protein H-NS	Unknown	2.00		
1_1256_gene	GW101-3H11_contig_1_1256	diguanylate cyclase with PAS/PAC sensor	CytoplasmicMembrane	7.88		
1_112_gene	GW101-3H11_contig_1_112	FIG00538213: hypothetical protein	CytoplasmicMembrane	10.00		
1_1934_gene	GW101-3H11_contig_1_1934	Bll5482 protein	Cytoplasmic	8.96		
1_4712_gene	GW101-3H11_contig_1_4712	Transcriptional regulator PA0181, LysR family	Cytoplasmic	9.26		
1_4281_gene	GW101-3H11_contig_1_4281	Excinuclease ABC subunit A, dimeric form	Cytoplasmic	9.26		
1_806_gene	GW101-3H11_contig_1_806	General secretion pathway protein G	CytoplasmicMembrane	9.82		
1_954_gene	GW101-3H11_contig_1_954	General secretion pathway protein G	CytoplasmicMembrane	9.82		
1_4876_gene	GW101-3H11_contig_1_4876	FIG00348314: hypothetical protein	Unknown	2.00		
1_3366_gene	GW101-3H11_contig_1_3366	Methionine aminopeptidase (EC 3.4.11.18)	Cytoplasmic	9.97		
1_3009_gene	GW101-3H11_contig_1_3009	Methionine aminopeptidase (EC 3.4.11.18)	Cytoplasmic	9.97		
1_2050_gene	GW101-3H11_contig_1_2050	FIG00481831: hypothetical protein	Cytoplasmic	8.96		
1_1390_gene	GW101-3H11_contig_1_1390	Nitrous oxide reductase maturation transmembrane protein NosY	CytoplasmicMembrane	10.00		
1_811_gene	GW101-3H11_contig_1_811	Type IV pilus biogenesis protein PilN	Unknown	2.00		
1_1045_gene	GW101-3H11_contig_1_1045	Type IV pilus biogenesis protein PilN	CytoplasmicMembrane	9.82		
1_66_gene	GW101-3H11_contig_1_66	DNA recombination-dependent growth factor RdgC	Cytoplasmic	9.97		
1_1120_gene	GW101-3H11_contig_1_1120	Peptide chain release factor N(5)-glutamine methyltransferase (EC 2.1.1.297)	Cytoplasmic	9.26		
1_1364_gene	GW101-3H11_contig_1_1364	Outer membrane porin	OuterMembrane	9.93		
1_4852_gene	GW101-3H11_contig_1_4852	Outer membrane porin	OuterMembrane	10.00		
1_10_gene	GW101-3H11_contig_1_10	FIG00347912: hypothetical protein	Cytoplasmic	9.97		
1_669_gene	GW101-3H11_contig_1_669	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	Unknown	2.00		
1_161_gene	GW101-3H11_contig_1_161	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	Unknown	2.50		
1_3643_gene	GW101-3H11_contig_1_3643	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	Periplasmic	9.76		
1_576_gene	GW101-3H11_contig_1_576	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase (EC 3.6.1.63)	Cytoplasmic	9.97		
1_3652_gene	GW101-3H11_contig_1_3652	5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)	Cytoplasmic	9.26		
1_4947_gene	GW101-3H11_contig_1_4947	Inner membrane protein, KefB/KefC family	CytoplasmicMembrane	10.00		
1_2840_gene	GW101-3H11_contig_1_2840	Transcriptional regulator, MerR family	Cytoplasmic	9.97		
1_779_gene	GW101-3H11_contig_1_779	Transcriptional regulator, MerR family	Cytoplasmic	9.26		
1_3137_gene	GW101-3H11_contig_1_3137	Transcriptional regulator, MerR family	Cytoplasmic	9.97		
1_1582_gene	GW101-3H11_contig_1_1582	Transcriptional regulator, MerR family	Cytoplasmic	9.26		
1_4935_gene	GW101-3H11_contig_1_4935	Transcriptional regulator, MerR family	Cytoplasmic	9.26		
1_4848_gene	GW101-3H11_contig_1_4848	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	Cytoplasmic	9.97		
1_1517_gene	GW101-3H11_contig_1_1517	Xylonate dehydratase (EC 4.2.1.82)	Cytoplasmic	9.97		
1_1092_gene	GW101-3H11_contig_1_1092	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	CytoplasmicMembrane	9.82		
1_1850_gene	GW101-3H11_contig_1_1850	D-arabinitol 4-dehydrogenase (EC 1.1.1.11)	Cytoplasmic	9.26		
1_2701_gene	GW101-3H11_contig_1_2701	Sulfate transporter family protein	CytoplasmicMembrane	10.00		
1_3756_gene	GW101-3H11_contig_1_3756	UPF0246 protein YaaA	Unknown	2.00		
1_3966_gene	GW101-3H11_contig_1_3966	Methionyl-tRNA synthetase (EC 6.1.1.10)	Cytoplasmic	9.97		
1_1347_gene	GW101-3H11_contig_1_1347	Glyoxylate carboligase (EC 4.1.1.47)	Cytoplasmic	9.97		
1_1932_gene	GW101-3H11_contig_1_1932	GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2); GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)	Cytoplasmic	9.97		
1_1369_gene	GW101-3H11_contig_1_1369	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4); Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)	Cytoplasmic	9.26		
1_507_gene	GW101-3H11_contig_1_507	Probable pyruvate carboxylase	Unknown	4.99	(This protein may have multiple localization sites.)	
1_1639_gene	GW101-3H11_contig_1_1639	Pole remodelling regulatory diguanylate cyclase	Cytoplasmic	9.97		
1_1115_gene	GW101-3H11_contig_1_1115	Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type	Cytoplasmic	10.00		
1_2938_gene	GW101-3H11_contig_1_2938	Galactonate dehydratase (EC 4.2.1.6)	Cytoplasmic	8.96		
1_1709_gene	GW101-3H11_contig_1_1709	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases	Unknown	2.00		
1_3674_gene	GW101-3H11_contig_1_3674	Thiol peroxidase, Bcp-type (EC 1.11.1.15)	Cytoplasmic	8.96		
1_4125_gene	GW101-3H11_contig_1_4125	UPF0301 protein YqgE	Unknown	2.00		
1_4344_gene	GW101-3H11_contig_1_4344	Flagellar motor switch protein FliG	Cytoplasmic	9.12		Flagellar
1_1930_gene	GW101-3H11_contig_1_1930	Prevent host death protein, Phd antitoxin	Unknown	2.00		
1_3249_gene	GW101-3H11_contig_1_3249	Prevent host death protein, Phd antitoxin	Unknown	2.00		
1_709_gene	GW101-3H11_contig_1_709	D-aminoacyl-tRNA deacylase (EC 3.1.1.96)	Unknown	2.00		
1_3356_gene	GW101-3H11_contig_1_3356	Monoglyceride lipase (EC 3.1.1.23); Lysophospholipase (EC 3.1.1.5)	Cytoplasmic	9.26		
1_4929_gene	GW101-3H11_contig_1_4929	Monoglyceride lipase (EC 3.1.1.23); Lysophospholipase (EC 3.1.1.5)	Cytoplasmic	9.26		
1_4633_gene	GW101-3H11_contig_1_4633	Lysophospholipase (EC 3.1.1.5)	CytoplasmicMembrane	9.46		
1_1635_gene	GW101-3H11_contig_1_1635	Lysophospholipase (EC 3.1.1.5)	Unknown	2.00		
1_3687_gene	GW101-3H11_contig_1_3687	Entericidin A/B family protein	Unknown	2.50		
1_3442_gene	GW101-3H11_contig_1_3442	Membrane proteins related to metalloendopeptidases	Unknown	2.50		
1_4496_gene	GW101-3H11_contig_1_4496	LSU ribosomal protein L6p (L9e)	Cytoplasmic	9.26		
1_4240_gene	GW101-3H11_contig_1_4240	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	Cytoplasmic	9.97		
1_1086_gene	GW101-3H11_contig_1_1086	Twin-arginine translocation protein TatB	Unknown	2.00		
1_4209_gene	GW101-3H11_contig_1_4209	FIG00349255: hypothetical protein	Unknown	2.00		
1_4506_gene	GW101-3H11_contig_1_4506	Glycerol ABC transporter, permease protein GlpP	CytoplasmicMembrane	10.00		
1_3819_gene	GW101-3H11_contig_1_3819	Probable thiol oxidoreductase with 2 cytochrome c heme-binding sites	Unknown	2.50		
1_4939_gene	GW101-3H11_contig_1_4939	Homoserine O-acetyltransferase (EC 2.3.1.31)	Cytoplasmic	9.26		
1_1325_gene	GW101-3H11_contig_1_1325	Homoserine O-acetyltransferase (EC 2.3.1.31)	Unknown	6.49	(This protein may have multiple localization sites.)	
1_792_gene	GW101-3H11_contig_1_792	Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	Cytoplasmic	9.97		
1_1300_gene	GW101-3H11_contig_1_1300	Outer membrane porin protein 32 precursor	OuterMembrane	10.00		
1_962_gene	GW101-3H11_contig_1_962	Outer membrane porin protein 32 precursor	OuterMembrane	9.95		
1_1525_gene	GW101-3H11_contig_1_1525	Glutaryl-CoA dehydrogenase (EC 1.3.8.6)	Cytoplasmic	9.26		
1_4211_gene	GW101-3H11_contig_1_4211	FIG084569: hydrolase, alpha/beta fold family	Unknown	2.00		
1_4422_gene	GW101-3H11_contig_1_4422	transcriptional regulator, AraC family	Cytoplasmic	9.26		
1_4190_gene	GW101-3H11_contig_1_4190	transcriptional regulator, AraC family	Unknown	2.00		
1_460_gene	GW101-3H11_contig_1_460	ATP synthase F0 sector subunit b (EC 3.6.3.14)	CytoplasmicMembrane	9.82		
1_1053_gene	GW101-3H11_contig_1_1053	Transposase and inactivated derivatives	Unknown	2.00		
1_2694_gene	GW101-3H11_contig_1_2694	NAD-dependent protein deacetylase of SIR2 family	Cytoplasmic	9.26		
1_1726_gene	GW101-3H11_contig_1_1726	Benzoylformate decarboxylase (EC 4.1.1.7)	CytoplasmicMembrane	8.46		
1_1812_gene	GW101-3H11_contig_1_1812	Nucleoside diphosphate kinase (EC 2.7.4.6)	Extracellular	9.45		
1_2032_gene	GW101-3H11_contig_1_2032	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45)	Cytoplasmic	8.96		
1_2976_gene	GW101-3H11_contig_1_2976	Sulfur carrier protein ThiS	Unknown	2.00		
1_878_gene	GW101-3H11_contig_1_878	Glutamate/aspartate ABC transporter, permease protein GltJ (TC 3.A.1.3.4)	CytoplasmicMembrane	10.00		
1_3935_gene	GW101-3H11_contig_1_3935	UPF0758 family protein	Cytoplasmic	9.97		
1_4057_gene	GW101-3H11_contig_1_4057	Transglutaminase-like domain	Cytoplasmic	8.96		
1_777_gene	GW101-3H11_contig_1_777	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Cytoplasmic	9.26		
1_674_gene	GW101-3H11_contig_1_674	c-di-GMP phosphodiesterase (EC 3.1.4.52)	CytoplasmicMembrane	10.00		
1_2428_gene	GW101-3H11_contig_1_2428	CheY-like response regulator domain	Cytoplasmic	9.26		
1_3702_gene	GW101-3H11_contig_1_3702	DegT/DnrJ/EryC1/StrS aminotransferase	Cytoplasmic	9.97		
1_3956_gene	GW101-3H11_contig_1_3956	Tungsten-containing formate dehydrogenase alpha subunit	Cytoplasmic	9.97		
1_2099_gene	GW101-3H11_contig_1_2099	FIG00575296: hypothetical protein	Unknown	2.00		
1_2317_gene	GW101-3H11_contig_1_2317	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1	Cytoplasmic	9.97		
1_4189_gene	GW101-3H11_contig_1_4189	cytochrome P450	CytoplasmicMembrane	8.46		
1_2143_gene	GW101-3H11_contig_1_2143	Rod shape determination protein	Unknown	2.00		
1_4367_gene	GW101-3H11_contig_1_4367	FIG00538194: hypothetical protein	Unknown	2.00		
1_4532_gene	GW101-3H11_contig_1_4532	Anthranilate synthase, aminase component (EC 4.1.3.27)	Cytoplasmic	9.97		
1_2977_gene	GW101-3H11_contig_1_2977	Thiazole synthase (EC 2.8.1.10)	Cytoplasmic	9.26		
1_3624_gene	GW101-3H11_contig_1_3624	Type IV fimbrial biogenesis protein PilX	CytoplasmicMembrane	9.82		
1_4577_gene	GW101-3H11_contig_1_4577	Phosphate starvation-inducible protein PsiF	Periplasmic	9.84		
1_3492_gene	GW101-3H11_contig_1_3492	Hemin ABC transporter, permease protein	CytoplasmicMembrane	10.00		
1_747_gene	GW101-3H11_contig_1_747	FIG00348237: hypothetical protein	Unknown	2.00		
1_4229_gene	GW101-3H11_contig_1_4229	Benzoyl-CoA oxygenase component B	Cytoplasmic	8.96		
1_1943_gene	GW101-3H11_contig_1_1943	Biopolymer transport protein ExbD/TolR	CytoplasmicMembrane	9.82		
1_2416_gene	GW101-3H11_contig_1_2416	Biopolymer transport protein ExbD/TolR	Unknown	2.00		
1_4617_gene	GW101-3H11_contig_1_4617	Biopolymer transport protein ExbD/TolR	CytoplasmicMembrane	9.82		
1_2978_gene	GW101-3H11_contig_1_2978	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	Unknown	2.00		
1_455_gene	GW101-3H11_contig_1_455	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)	Cytoplasmic	9.26		
1_4170_gene	GW101-3H11_contig_1_4170	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	Cytoplasmic	9.97		
1_4252_gene	GW101-3H11_contig_1_4252	Tyrosyl-tRNA synthetase (EC 6.1.1.1)	Cytoplasmic	9.26		
1_440_gene	GW101-3H11_contig_1_440	Phosphotransferase system, phosphocarrier protein HPr	Cytoplasmic	9.26		
1_2581_gene	GW101-3H11_contig_1_2581	CzcABC family efflux RND transporter, membrane fusion protein	Unknown	2.50		
1_677_gene	GW101-3H11_contig_1_677	Exopolyphosphatase-related protein	Cytoplasmic	8.96		
1_4936_gene	GW101-3H11_contig_1_4936	NAD(P)H dehydrogenase (quinone) family protein	Cytoplasmic	9.26		
1_2753_gene	GW101-3H11_contig_1_2753	Heat shock protein 60 family chaperone GroEL	Periplasmic	9.84		
1_1887_gene	GW101-3H11_contig_1_1887	alcohol dehydrogenase, zinc containing	CytoplasmicMembrane	9.82		
1_1835_gene	GW101-3H11_contig_1_1835	FIG01198927: hypothetical protein	Unknown	2.50		
1_1545_gene	GW101-3H11_contig_1_1545	Uncharacterized protein EC-HemY in Proteobacteria (unrelated to HemY-type PPO in GramPositives)	Unknown	2.50		
1_511_gene	GW101-3H11_contig_1_511	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	Cytoplasmic	9.97		
1_4333_gene	GW101-3H11_contig_1_4333	Flagellar biosynthesis protein FliR	CytoplasmicMembrane	10.00		Flagellar
1_4740_gene	GW101-3H11_contig_1_4740	probable two-component system response regulator	Cytoplasmic	9.97		
1_2603_gene	GW101-3H11_contig_1_2603	putative lipoprotein	Unknown	2.50		
1_1799_gene	GW101-3H11_contig_1_1799	putative lipoprotein	Unknown	2.50		
1_3948_gene	GW101-3H11_contig_1_3948	putative lipoprotein	Unknown	2.50		
1_391_gene	GW101-3H11_contig_1_391	putative lipoprotein	Unknown	2.00		
1_515_gene	GW101-3H11_contig_1_515	putative lipoprotein	Unknown	2.50		
1_4466_gene	GW101-3H11_contig_1_4466	putative lipoprotein	Unknown	2.50		
1_4303_gene	GW101-3H11_contig_1_4303	putative lipoprotein	Unknown	2.00		
1_115_gene	GW101-3H11_contig_1_115	putative lipoprotein	Unknown	2.50		
1_256_gene	GW101-3H11_contig_1_256	putative lipoprotein	Cytoplasmic	8.96		
1_3969_gene	GW101-3H11_contig_1_3969	putative lipoprotein	Unknown	2.50		
1_3581_gene	GW101-3H11_contig_1_3581	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	Periplasmic	9.84		
1_12_gene	GW101-3H11_contig_1_12	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	Unknown	2.50		
1_1854_gene	GW101-3H11_contig_1_1854	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	CytoplasmicMembrane	10.00		
1_266_gene	GW101-3H11_contig_1_266	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	CytoplasmicMembrane	9.82		
1_1384_gene	GW101-3H11_contig_1_1384	Pyrrolidone-carboxylate peptidase (EC 3.4.19.3)	Cytoplasmic	9.26		
1_4291_gene	GW101-3H11_contig_1_4291	Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)	Cytoplasmic	9.97		
1_262_gene	GW101-3H11_contig_1_262	Transcriptional regulator PA4174, LysR family	Cytoplasmic	9.97		
1_261_gene	GW101-3H11_contig_1_261	RidA/YER057c/UK114 superfamily, group 7, YjgH-like protein	Unknown	2.00		
1_260_gene	GW101-3H11_contig_1_260	RidA/YER057c/UK114 superfamily, group 7, YjgH-like protein	Unknown	2.00		
1_2248_gene	GW101-3H11_contig_1_2248	Stresses-induced protein Ves (HutD)	Unknown	2.00		
1_4863_gene	GW101-3H11_contig_1_4863	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	Cytoplasmic	9.97		
1_4855_gene	GW101-3H11_contig_1_4855	Tricarballylate utilization protein, TcuB	CytoplasmicMembrane	10.00		
1_4932_gene	GW101-3H11_contig_1_4932	diguanylate cyclase	CytoplasmicMembrane	10.00		
1_2521_gene	GW101-3H11_contig_1_2521	diguanylate cyclase	CytoplasmicMembrane	9.99		
1_1944_gene	GW101-3H11_contig_1_1944	MotA/TolQ/ExbB proton channel family protein	CytoplasmicMembrane	10.00		
1_4618_gene	GW101-3H11_contig_1_4618	MotA/TolQ/ExbB proton channel family protein	CytoplasmicMembrane	10.00		
1_3660_gene	GW101-3H11_contig_1_3660	Phenylacetaldehyde dehydrogenase (EC 1.2.1.39)	Cytoplasmic	9.26		
1_4243_gene	GW101-3H11_contig_1_4243	Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)	CytoplasmicMembrane	9.82		
1_2427_gene	GW101-3H11_contig_1_2427	Phytochrome, two-component sensor histidine kinase (EC 2.7.3.-)	CytoplasmicMembrane	7.88		
1_4271_gene	GW101-3H11_contig_1_4271	Fructose ABC transporter, ATP-binding component FrcA	CytoplasmicMembrane	7.88		
1_4892_gene	GW101-3H11_contig_1_4892	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)	Cytoplasmic	9.97		
1_3300_gene	GW101-3H11_contig_1_3300	Bacterioferritin (EC 1.16.3.1)	Cytoplasmic	9.97		
1_3499_gene	GW101-3H11_contig_1_3499	Bacterioferritin (EC 1.16.3.1)	Cytoplasmic	9.97		
1_4704_gene	GW101-3H11_contig_1_4704	putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein; PhnB protein	Cytoplasmic	9.26		
1_60_gene	GW101-3H11_contig_1_60	PhnB protein	Unknown	2.00		
1_55_gene	GW101-3H11_contig_1_55	PhnB protein	Cytoplasmic	8.96		
1_997_gene	GW101-3H11_contig_1_997	gluconolactonase family protein	Unknown	2.00		
1_1073_gene	GW101-3H11_contig_1_1073	FIG00349391: hypothetical protein	Unknown	2.00		
1_1111_gene	GW101-3H11_contig_1_1111	LSU ribosomal protein L27p	Cytoplasmic	9.26		
1_2442_gene	GW101-3H11_contig_1_2442	FIG00582608: hypothetical protein	Unknown	2.50		
1_4888_gene	GW101-3H11_contig_1_4888	Adenylylsulfate kinase (EC 2.7.1.25)	Cytoplasmic	9.26		
1_2226_gene	GW101-3H11_contig_1_2226	Phosphoserine aminotransferase (EC 2.6.1.52)	Cytoplasmic	9.26		
1_4816_gene	GW101-3H11_contig_1_4816	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Cytoplasmic	9.26		
1_3962_gene	GW101-3H11_contig_1_3962	[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC)	CytoplasmicMembrane	7.88		
1_1_gene	GW101-3H11_contig_1_1	Chromosomal replication initiator protein DnaA	Cytoplasmic	9.97		
1_1062_gene	GW101-3H11_contig_1_1062	Efflux ABC transporter, ATP-binding protein	CytoplasmicMembrane	9.82		
1_699_gene	GW101-3H11_contig_1_699	Efflux ABC transporter, ATP-binding protein	CytoplasmicMembrane	7.88		
1_29_gene	GW101-3H11_contig_1_29	Outer membrane protein romA	Periplasmic	9.84		
1_1129_gene	GW101-3H11_contig_1_1129	Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB	Periplasmic	9.76		
1_2085_gene	GW101-3H11_contig_1_2085	Electron transfer flavoprotein, beta subunit	Cytoplasmic	8.96		
1_1717_gene	GW101-3H11_contig_1_1717	Electron transfer flavoprotein, beta subunit	Cytoplasmic	8.96		
1_378_gene	GW101-3H11_contig_1_378	outermembrane protein	Unknown	2.00		
1_4825_gene	GW101-3H11_contig_1_4825	ortholog of Bordetella pertussis (BX470248) BP3300	Unknown	2.00		
1_1785_gene	GW101-3H11_contig_1_1785	ortholog of Bordetella pertussis (BX470248) BP3300	Cytoplasmic	8.96		
1_1711_gene	GW101-3H11_contig_1_1711	FIG001454: Transglutaminase-like enzymes, putative cysteine proteases	CytoplasmicMembrane	10.00		
1_1311_gene	GW101-3H11_contig_1_1311	Urease accessory protein UreD	Cytoplasmic	9.97		
1_1745_gene	GW101-3H11_contig_1_1745	Succinate dehydrogenase iron-sulfur protein (EC 1.3.5.1)	CytoplasmicMembrane	7.88		
1_613_gene	GW101-3H11_contig_1_613	Cobalt/zinc/cadmium efflux RND transporter, outer membrane protein CzcC	OuterMembrane	10.00		
1_2013_gene	GW101-3H11_contig_1_2013	FIG002465: BNR repeat protein	CytoplasmicMembrane	9.82		
1_757_gene	GW101-3H11_contig_1_757	Ribose operon repressor	Cytoplasmic	9.97		
1_3252_gene	GW101-3H11_contig_1_3252	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	CytoplasmicMembrane	10.00		
1_981_gene	GW101-3H11_contig_1_981	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	CytoplasmicMembrane	10.00		
1_2506_gene	GW101-3H11_contig_1_2506	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	Cytoplasmic	9.97		
1_3867_gene	GW101-3H11_contig_1_3867	Delta-9 fatty acid desaturase (EC 1.14.19.1); Fatty acid desaturase (EC 1.14.19.1)	CytoplasmicMembrane	9.46		
1_4342_gene	GW101-3H11_contig_1_4342	Flagellum-specific ATP synthase FliI	Cytoplasmic	9.12		Flagellar
1_4673_gene	GW101-3H11_contig_1_4673	4-oxalomesaconate hydratase (EC 4.2.1.83)	Cytoplasmic	8.96		
1_3135_gene	GW101-3H11_contig_1_3135	ABC transporter, substrate-binding protein (cluster 9, phospholipid)	Cytoplasmic	8.96		
1_390_gene	GW101-3H11_contig_1_390	ABC transporter, substrate-binding protein (cluster 9, phospholipid)	Unknown	2.50		
1_2344_gene	GW101-3H11_contig_1_2344	DNA polymerase III alpha subunit (EC 2.7.7.7)	Cytoplasmic	9.97		
1_3879_gene	GW101-3H11_contig_1_3879	Lipoprotein signal peptidase (EC 3.4.23.36)	CytoplasmicMembrane	10.00		
1_4166_gene	GW101-3H11_contig_1_4166	Low-complexity acidic protein, XCC2875 type	Unknown	2.00		
1_1132_gene	GW101-3H11_contig_1_1132	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	Unknown	2.00		
1_644_gene	GW101-3H11_contig_1_644	Mercuric transport protein, MerT	CytoplasmicMembrane	10.00		
1_1478_gene	GW101-3H11_contig_1_1478	Phage transposase	Cytoplasmic	8.96		
1_4717_gene	GW101-3H11_contig_1_4717	Putative acetyltransferase	Periplasmic	9.83		
1_642_gene	GW101-3H11_contig_1_642	Copper/silver efflux RND transporter, transmembrane protein CusA	CytoplasmicMembrane	10.00		
1_2757_gene	GW101-3H11_contig_1_2757	Copper/silver efflux RND transporter, transmembrane protein CusA	CytoplasmicMembrane	10.00		
1_1575_gene	GW101-3H11_contig_1_1575	Molybdenum ABC transporter ATP-binding protein ModC	Unknown	6.29	(This protein may have multiple localization sites.)	
1_116_gene	GW101-3H11_contig_1_116	FIG00957574: hypothetical protein	Unknown	2.50		
1_566_gene	GW101-3H11_contig_1_566	Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23)	Cytoplasmic	9.26		
1_4613_gene	GW101-3H11_contig_1_4613	transcriptional regulator, RpiR family	Cytoplasmic	9.26		
1_1341_gene	GW101-3H11_contig_1_1341	NADP-dependent malic enzyme (EC 1.1.1.40)	Cytoplasmic	9.26		
1_4889_gene	GW101-3H11_contig_1_4889	NADP-dependent malic enzyme (EC 1.1.1.40)	Cytoplasmic	9.97		
1_2440_gene	GW101-3H11_contig_1_2440	Mlr7906 protein	Unknown	2.00		
