feature_id	gene_id	RAST	psort_loc	psort_loc_score	psort_loc_details	psort_loc_sec
1_981_gene	FW510-R12_contig_1_981	beta-galactosidase (EC 3.2.1.23)	Unknown	2.50		
1_3426_gene	FW510-R12_contig_1_3426	Ferredoxin--NADP(+) reductase (EC 1.18.1.2); Flavodoxin--NADP(+) reductase (EC 1.19.1.1)	Cytoplasmic	9.97		
1_1423_gene	FW510-R12_contig_1_1423	putative iron-regulated membrane protein	CytoplasmicMembrane	10.00		
1_126_gene	FW510-R12_contig_1_126	histidine kinase internal region	CytoplasmicMembrane	10.00		
1_3025_gene	FW510-R12_contig_1_3025	Eight transmembrane protein EpsH; EpsI protein	CytoplasmicMembrane	10.00		
1_2765_gene	FW510-R12_contig_1_2765	Gliding motility-associated ABC transporter substrate-binding protein GldG	CytoplasmicMembrane	9.86		
1_726_gene	FW510-R12_contig_1_726	Gliding motility-associated ABC transporter substrate-binding protein GldG	CytoplasmicMembrane	9.86		
1_3498_gene	FW510-R12_contig_1_3498	Tail-specific protease precursor (EC 3.4.21.102)	CytoplasmicMembrane	9.97		
1_1956_gene	FW510-R12_contig_1_1956	Membrane transport protein MerF	CytoplasmicMembrane	9.82		
1_442_gene	FW510-R12_contig_1_442	Acyl carrier protein	Unknown	2.00		
1_1377_gene	FW510-R12_contig_1_1377	Acyl carrier protein	Unknown	2.00		
1_1753_gene	FW510-R12_contig_1_1753	Acyl carrier protein	Cytoplasmic	9.97		
1_1201_gene	FW510-R12_contig_1_1201	DNA polymerase, beta-like region	Unknown	2.00		
1_1206_gene	FW510-R12_contig_1_1206	DNA polymerase, beta-like region	Unknown	2.00		
1_2888_gene	FW510-R12_contig_1_2888	Trans-2-decenoyl-[acyl-carrier-protein] isomerase (EC 5.3.3.14); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabA form (EC 4.2.1.59)	Cytoplasmic	9.26		
1_2416_gene	FW510-R12_contig_1_2416	alkylhydroperoxidase like protein, AhpD family	Unknown	2.00		
1_1949_gene	FW510-R12_contig_1_1949	RecA/RadA recombinase	Unknown	2.00		
2_113_gene	FW510-R12_contig_2_113	RecA/RadA recombinase	Unknown	2.00		
1_2691_gene	FW510-R12_contig_1_2691	Auxin efflux carrier family protein	CytoplasmicMembrane	10.00		
1_550_gene	FW510-R12_contig_1_550	General secretion pathway protein F	CytoplasmicMembrane	10.00		
1_396_gene	FW510-R12_contig_1_396	FIG00774806: hypothetical protein	Cytoplasmic	8.96		
1_2994_gene	FW510-R12_contig_1_2994	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	Cytoplasmic	9.26		
1_1609_gene	FW510-R12_contig_1_1609	Cobalt/zinc/cadmium efflux RND transporter, transmembrane protein CzcA	CytoplasmicMembrane	10.00		
1_159_gene	FW510-R12_contig_1_159	FIG146518: Zn-dependent hydrolases, including glyoxylases	Cytoplasmic	9.26		
1_2900_gene	FW510-R12_contig_1_2900	MarC family integral membrane protein	CytoplasmicMembrane	10.00		
1_600_gene	FW510-R12_contig_1_600	Aldose 1-epimerase	Cytoplasmic	8.96		
1_1291_gene	FW510-R12_contig_1_1291	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Cytoplasmic	9.26		
1_1917_gene	FW510-R12_contig_1_1917	ATP-dependent Clp protease adaptor protein ClpS	Cytoplasmic	9.26		
1_255_gene	FW510-R12_contig_1_255	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88); Proline dehydrogenase (EC 1.5.5.2)	Cytoplasmic	9.97		
1_2329_gene	FW510-R12_contig_1_2329	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)	Cytoplasmic	9.97		
1_1515_gene	FW510-R12_contig_1_1515	Uncharacterized acetyltransferase YjgM (EC 2.3.1.-)	Cytoplasmic	8.96		
1_3077_gene	FW510-R12_contig_1_3077	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	Cytoplasmic	9.97		
1_33_gene	FW510-R12_contig_1_33	FIG00581413: hypothetical protein	Unknown	2.00		
1_105_gene	FW510-R12_contig_1_105	hexosyltransferase	Cytoplasmic	9.97		
1_2599_gene	FW510-R12_contig_1_2599	Lipolytic enzyme, G-D-S-L	Unknown	2.50		
1_65_gene	FW510-R12_contig_1_65	Prophage antirepressor	Cytoplasmic	8.96		
1_1036_gene	FW510-R12_contig_1_1036	7-cyano-7-deazaguanine synthase (EC 6.3.4.20)	Unknown	2.00		
1_3026_gene	FW510-R12_contig_1_3026	FIG137776: Glycosyltransferase	Cytoplasmic	8.96		
1_1544_gene	FW510-R12_contig_1_1544	Type IV pilus biogenesis protein PilE	Extracellular	10.00		Fimbrial
1_1042_gene	FW510-R12_contig_1_1042	Type IV pilus biogenesis protein PilE	CytoplasmicMembrane	9.82		
1_990_gene	FW510-R12_contig_1_990	Putative aminopeptidase	Unknown	2.50		
1_989_gene	FW510-R12_contig_1_989	Putative aminopeptidase	Unknown	2.00		
1_947_gene	FW510-R12_contig_1_947	Protein yceI precursor	Unknown	2.50		
1_339_gene	FW510-R12_contig_1_339	Protein yceI precursor	Unknown	2.50		
1_2355_gene	FW510-R12_contig_1_2355	DNA recombination and repair protein RecO	Cytoplasmic	9.97		
1_3286_gene	FW510-R12_contig_1_3286	Type IV pilus biogenesis protein PilM	Unknown	6.29	(This protein may have multiple localization sites.)	
1_1906_gene	FW510-R12_contig_1_1906	small multidrug resistance family (SMR) protein	CytoplasmicMembrane	10.00		
1_3328_gene	FW510-R12_contig_1_3328	LSU ribosomal protein L13p (L13Ae)	Cytoplasmic	9.26		
1_1947_gene	FW510-R12_contig_1_1947	Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)	Cytoplasmic	9.97		
1_2737_gene	FW510-R12_contig_1_2737	Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)	Cytoplasmic	9.26		
1_1034_gene	FW510-R12_contig_1_1034	Cell division coordinator CpoB	Unknown	2.50		
1_39_gene	FW510-R12_contig_1_39	NAD(P)-dependent glyceraldehyde-3-phosphate dehydrogenase, archaeal (EC 1.2.1.59)	Cytoplasmic	8.96		
1_766_gene	FW510-R12_contig_1_766	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)	Unknown	6.49	(This protein may have multiple localization sites.)	
1_1028_gene	FW510-R12_contig_1_1028	Tol-Pal system-associated acyl-CoA thioesterase	Unknown	2.00		
1_3506_gene	FW510-R12_contig_1_3506	Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)	CytoplasmicMembrane	9.82		
1_779_gene	FW510-R12_contig_1_779	FIG005429: hypothetical protein	Unknown	2.00		
1_2963_gene	FW510-R12_contig_1_2963	Flagellar motor switch protein FliG	Cytoplasmic	9.12		Flagellar
1_2916_gene	FW510-R12_contig_1_2916	Soluble lytic murein transglycosylase	Periplasmic	9.44		
1_177_gene	FW510-R12_contig_1_177	Alpha-2-macroglobulin	Unknown	4.72	(This protein may have multiple localization sites.)	
1_3187_gene	FW510-R12_contig_1_3187	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)	Cytoplasmic	9.97		
1_2779_gene	FW510-R12_contig_1_2779	Probable carboxyvinyl-carboxyphosphonate phosphorylmutase (EC 2.7.8.23)	Cytoplasmic	9.97		
1_2767_gene	FW510-R12_contig_1_2767	Gliding motility-associated ABC transporter ATP-binding protein GldA	Cytoplasmic	9.12		
1_2723_gene	FW510-R12_contig_1_2723	Methionine ABC transporter substrate-binding protein	CytoplasmicMembrane	9.82		
1_1032_gene	FW510-R12_contig_1_1032	Tol-Pal system beta propeller repeat protein TolB	Unknown	6.58	(This protein may have multiple localization sites.)	
2_21_gene	FW510-R12_contig_2_21	Single-stranded DNA-binding protein	Cytoplasmic	9.26		
1_971_gene	FW510-R12_contig_1_971	Single-stranded DNA-binding protein	Cytoplasmic	9.26		
1_549_gene	FW510-R12_contig_1_549	General secretion pathway protein E	Cytoplasmic	9.97		
1_3222_gene	FW510-R12_contig_1_3222	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	Cytoplasmic	9.97		
1_625_gene	FW510-R12_contig_1_625	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	Cytoplasmic	9.97		
1_1475_gene	FW510-R12_contig_1_1475	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)	Cytoplasmic	9.97		
1_2520_gene	FW510-R12_contig_1_2520	Peptidylprolyl isomerase, FKBP-type (EC 5.2.1.8)	Periplasmic	9.76		
1_1470_gene	FW510-R12_contig_1_1470	DNA repair protein RadA	Cytoplasmic	8.96		
1_530_gene	FW510-R12_contig_1_530	CRISPR-associated helicase Cas3	Cytoplasmic	8.96		
1_3090_gene	FW510-R12_contig_1_3090	RNase adapter protein RapZ	Cytoplasmic	9.97		
1_676_gene	FW510-R12_contig_1_676	FIG005902: hypothetical protein	Cytoplasmic	8.96		
1_1488_gene	FW510-R12_contig_1_1488	Sulfur acceptor protein => iron-sulfur cluster assembly SufE	Cytoplasmic	9.26		
1_435_gene	FW510-R12_contig_1_435	ATP synthase alpha chain (EC 3.6.3.14)	Cytoplasmic	9.97		
1_1329_gene	FW510-R12_contig_1_1329	Translation elongation factor Ts	Cytoplasmic	9.97		
1_1507_gene	FW510-R12_contig_1_1507	Kynureninase (EC 3.7.1.3)	Cytoplasmic	9.97		
1_1317_gene	FW510-R12_contig_1_1317	Ribonuclease HII (EC 3.1.26.4)	Cytoplasmic	9.26		
1_1045_gene	FW510-R12_contig_1_1045	Glutaminyl-tRNA synthetase (EC 6.1.1.18)	Cytoplasmic	9.97		
1_892_gene	FW510-R12_contig_1_892	FIG01212400: hypothetical protein	Cytoplasmic	8.96		
1_1356_gene	FW510-R12_contig_1_1356	Protein translocase subunit YajC	CytoplasmicMembrane	10.00		
1_1726_gene	FW510-R12_contig_1_1726	Predicted 4-hydroxyproline dipeptidase	Cytoplasmic	9.97		
1_2904_gene	FW510-R12_contig_1_2904	N5-carboxyaminoimidazole ribonucleotide synthase (EC 6.3.4.18)	CytoplasmicMembrane	9.82		
1_872_gene	FW510-R12_contig_1_872	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	Cytoplasmic	9.26		
1_2026_gene	FW510-R12_contig_1_2026	Acetaldehyde dehydrogenase, acetylating, (EC 1.2.1.10) in gene cluster for degradation of phenols, cresols, catechol	Unknown	2.00		
1_1881_gene	FW510-R12_contig_1_1881	HflC protein	Unknown	2.00		
1_3423_gene	FW510-R12_contig_1_3423	Transcriptional regulatory protein PhoP	Cytoplasmic	9.97		
1_1857_gene	FW510-R12_contig_1_1857	protein of unknown function DUF937	Unknown	2.00		
1_3334_gene	FW510-R12_contig_1_3334	integral membrane sensor signal transduction histidine kinase	CytoplasmicMembrane	7.88		
1_3224_gene	FW510-R12_contig_1_3224	N-methylhydantoinase B (EC 3.5.2.14)	Cytoplasmic	8.96		
1_1723_gene	FW510-R12_contig_1_1723	N-methylhydantoinase B (EC 3.5.2.14)	Cytoplasmic	8.96		
1_1229_gene	FW510-R12_contig_1_1229	Inner membrane protein YihY, formerly thought to be RNase BN	CytoplasmicMembrane	10.00		
1_1586_gene	FW510-R12_contig_1_1586	cation diffusion facilitator family transporter	CytoplasmicMembrane	10.00		
1_70_gene	FW510-R12_contig_1_70	cation diffusion facilitator family transporter	CytoplasmicMembrane	10.00		
1_2709_gene	FW510-R12_contig_1_2709	FIG027190: Putative transmembrane protein	CytoplasmicMembrane	10.00		
1_833_gene	FW510-R12_contig_1_833	FIG027190: Putative transmembrane protein	Unknown	2.00		
1_446_gene	FW510-R12_contig_1_446	FIG027190: Putative transmembrane protein	Unknown	2.00		
1_1416_gene	FW510-R12_contig_1_1416	Paraquat-inducible protein A	CytoplasmicMembrane	10.00		
1_1415_gene	FW510-R12_contig_1_1415	Paraquat-inducible protein A	CytoplasmicMembrane	10.00		
1_836_gene	FW510-R12_contig_1_836	putative membrane protein	CytoplasmicMembrane	10.00		
1_1574_gene	FW510-R12_contig_1_1574	putative membrane protein	CytoplasmicMembrane	10.00		
1_1809_gene	FW510-R12_contig_1_1809	putative membrane protein	CytoplasmicMembrane	10.00		
1_3151_gene	FW510-R12_contig_1_3151	putative membrane protein	CytoplasmicMembrane	10.00		
1_2568_gene	FW510-R12_contig_1_2568	putative membrane protein	CytoplasmicMembrane	10.00		
1_1867_gene	FW510-R12_contig_1_1867	putative membrane protein	CytoplasmicMembrane	10.00		
1_3147_gene	FW510-R12_contig_1_3147	putative membrane protein	Unknown	2.00		
1_3162_gene	FW510-R12_contig_1_3162	putative membrane protein	CytoplasmicMembrane	9.50		
1_3038_gene	FW510-R12_contig_1_3038	putative membrane protein	Unknown	2.00		
1_718_gene	FW510-R12_contig_1_718	putative membrane protein	CytoplasmicMembrane	10.00		
1_1009_gene	FW510-R12_contig_1_1009	NAD synthetase (EC 6.3.1.5); Glutamine amidotransferase chain of NAD synthetase	Cytoplasmic	9.26		
1_1749_gene	FW510-R12_contig_1_1749	LSU ribosomal protein L32p, zinc-independent; LSU ribosomal protein L32p	Cytoplasmic	9.26		
1_637_gene	FW510-R12_contig_1_637	Cytochrome c4	Periplasmic	9.99		
1_2255_gene	FW510-R12_contig_1_2255	Cytochrome c4	Periplasmic	10.00		
1_237_gene	FW510-R12_contig_1_237	Cytochrome c4	Periplasmic	10.00		
1_568_gene	FW510-R12_contig_1_568	Cytochrome c4	Periplasmic	9.76		
1_719_gene	FW510-R12_contig_1_719	ATP-dependent DNA helicase Rep	Cytoplasmic	9.97		
1_811_gene	FW510-R12_contig_1_811	Lysophospholipase L1 and related esterases	Unknown	2.00		
1_289_gene	FW510-R12_contig_1_289	FIG032621: Hydrolase, alpha/beta hydrolase fold family	Unknown	2.50		
1_2090_gene	FW510-R12_contig_1_2090	FIG002188: hypothetical protein	Unknown	2.50		
1_2778_gene	FW510-R12_contig_1_2778	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein	Cytoplasmic	8.96		
1_2452_gene	FW510-R12_contig_1_2452	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein	Cytoplasmic	8.96		
1_3056_gene	FW510-R12_contig_1_3056	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein	Unknown	2.00		
1_3344_gene	FW510-R12_contig_1_3344	Na+/H+-dicarboxylate symporter	CytoplasmicMembrane	10.00		
1_1968_gene	FW510-R12_contig_1_1968	Isochorismatase (EC 3.3.2.1)	Unknown	2.50		
1_187_gene	FW510-R12_contig_1_187	Na(+) H(+) antiporter subunit D	CytoplasmicMembrane	10.00		
1_547_gene	FW510-R12_contig_1_547	LSU rRNA pseudouridine(2457) synthase (EC 5.4.99.20)	Cytoplasmic	9.26		
1_863_gene	FW510-R12_contig_1_863	UptF protein	Unknown	2.00		
1_756_gene	FW510-R12_contig_1_756	UPF0225 protein YchJ	Unknown	2.00		
1_939_gene	FW510-R12_contig_1_939	Protein of unknown function DUF1304	CytoplasmicMembrane	10.00		
1_1743_gene	FW510-R12_contig_1_1743	FIG001454: Transglutaminase-like enzymes, putative cysteine proteases	CytoplasmicMembrane	10.00		
1_3511_gene	FW510-R12_contig_1_3511	Glycerol kinase (EC 2.7.1.30)	Cytoplasmic	9.97		
1_2926_gene	FW510-R12_contig_1_2926	Anti-sigma B factor antagonist RsbV	Unknown	2.00		
1_614_gene	FW510-R12_contig_1_614	putative secreted protein	Unknown	2.50		
1_3036_gene	FW510-R12_contig_1_3036	putative secreted protein	Unknown	2.50		
1_2876_gene	FW510-R12_contig_1_2876	Molybdopterin synthase sulfur carrier subunit	Unknown	2.00		
1_231_gene	FW510-R12_contig_1_231	Soluble lytic murein transglycosylase (EC 4.2.2.n1)	Periplasmic	8.95		
1_3240_gene	FW510-R12_contig_1_3240	Fic domain protein, Pden_3305 type	Cytoplasmic	9.97		
1_2439_gene	FW510-R12_contig_1_2439	Metallophosphoesterase	Unknown	2.00		
1_1267_gene	FW510-R12_contig_1_1267	LSU ribosomal protein L2p (L8e)	Cytoplasmic	9.97		
1_146_gene	FW510-R12_contig_1_146	FIG015287: Zinc protease	Unknown	2.50		
1_688_gene	FW510-R12_contig_1_688	FIG015287: Zinc protease; FIG015547: peptidase, M16 family	CytoplasmicMembrane	9.86		
1_145_gene	FW510-R12_contig_1_145	FIG015547: peptidase, M16 family	Unknown	2.50		
1_1_gene	FW510-R12_contig_1_1	Chromosomal replication initiator protein DnaA	Cytoplasmic	9.97		
1_3278_gene	FW510-R12_contig_1_3278	Aerotolerance protein BatA	CytoplasmicMembrane	10.00		
1_1766_gene	FW510-R12_contig_1_1766	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	Cytoplasmic	9.12		
1_1434_gene	FW510-R12_contig_1_1434	Ribosomal silencing factor RsfA	Cytoplasmic	9.97		
1_2950_gene	FW510-R12_contig_1_2950	Flagellar biosynthesis protein FlhB	CytoplasmicMembrane	10.00		Flagellar
1_3094_gene	FW510-R12_contig_1_3094	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	Cytoplasmic	9.97		
1_85_gene	FW510-R12_contig_1_85	RNA polymerase-binding transcription factor DksA	Cytoplasmic	8.96		
1_3446_gene	FW510-R12_contig_1_3446	tRNA (adenine(37)-N6)-methyltransferase	Cytoplasmic	8.96		
1_2057_gene	FW510-R12_contig_1_2057	Tetrapartite efflux system component, FusD-like	CytoplasmicMembrane	9.82		
1_2572_gene	FW510-R12_contig_1_2572	Tetrapartite efflux system component, FusD-like	CytoplasmicMembrane	9.82		
1_2536_gene	FW510-R12_contig_1_2536	Response regulator containing a CheY-like receiver domain and a GGDEF domain	CytoplasmicMembrane	9.99		
1_69_gene	FW510-R12_contig_1_69	2-Keto-D-gluconate dehydrogenase (EC 1.1.99.4), membrane-bound, gamma subunit	Unknown	2.00		
1_2966_gene	FW510-R12_contig_1_2966	Flagellar regulatory protein FleQ	Cytoplasmic	9.97		
1_1709_gene	FW510-R12_contig_1_1709	Type I restriction-modification system, specificity subunit S	Unknown	2.00		
1_215_gene	FW510-R12_contig_1_215	Type I restriction-modification system, specificity subunit S	Cytoplasmic	8.96		
1_2906_gene	FW510-R12_contig_1_2906	FIG002473: Protein YcaR in KDO2-Lipid A biosynthesis cluster	Cytoplasmic	8.96		
1_3528_gene	FW510-R12_contig_1_3528	3-hydroxybutyrate dehydrogenase (EC 1.1.1.30)	Cytoplasmic	9.26		
1_2742_gene	FW510-R12_contig_1_2742	NADPH-dependent FMN reductase( EC:1.6.99.- )	Cytoplasmic	9.26		
1_136_gene	FW510-R12_contig_1_136	Phosphogluconate dehydratase (EC 4.2.1.12)	Cytoplasmic	9.97		
1_1249_gene	FW510-R12_contig_1_1249	cytosolic long-chain acyl-CoA thioester hydrolase family protein	Cytoplasmic	9.26		
1_2580_gene	FW510-R12_contig_1_2580	GGDEF/PAS/PAC-domain containing protein	CytoplasmicMembrane	10.00		
1_3160_gene	FW510-R12_contig_1_3160	NADH dehydrogenase (EC 1.6.99.3)	Unknown	2.00		
1_3159_gene	FW510-R12_contig_1_3159	NADH dehydrogenase (EC 1.6.99.3)	CytoplasmicMembrane	9.82		
1_3072_gene	FW510-R12_contig_1_3072	tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase (EC 2.1.1.200)	Cytoplasmic	9.97		
1_2810_gene	FW510-R12_contig_1_2810	Nitrous oxide reductase maturation protein NosD	Periplasmic	9.76		
1_330_gene	FW510-R12_contig_1_330	Periplasmic divalent cation tolerance protein CutA	Cytoplasmic	9.26		
1_1013_gene	FW510-R12_contig_1_1013	Chaperone protein ClpB (ATP-dependent unfoldase)	Cytoplasmic	9.97		
1_1465_gene	FW510-R12_contig_1_1465	Iron-sulfur cluster assembly iron binding protein IscA	Cytoplasmic	9.26		
1_2608_gene	FW510-R12_contig_1_2608	DNA-binding protein	Unknown	2.00		
1_2970_gene	FW510-R12_contig_1_2970	Flagellar cap protein FliD	Extracellular	9.96		Flagellar
1_826_gene	FW510-R12_contig_1_826	FIG00974024: hypothetical protein	Cytoplasmic	8.96		
1_2948_gene	FW510-R12_contig_1_2948	Flagellar biosynthesis protein FlhF	Cytoplasmic	8.96		
1_3066_gene	FW510-R12_contig_1_3066	ATP-dependent DNA helicase RecQ	Cytoplasmic	9.97		
1_537_gene	FW510-R12_contig_1_537	DNA/RNA helicases, SNF2 family	Cytoplasmic	8.96		
1_734_gene	FW510-R12_contig_1_734	DNA/RNA helicases, SNF2 family	Cytoplasmic	8.96		
1_3262_gene	FW510-R12_contig_1_3262	Short-chain fatty acids transporter	CytoplasmicMembrane	10.00		
1_3265_gene	FW510-R12_contig_1_3265	Large-conductance mechanosensitive channel	CytoplasmicMembrane	10.00		
1_1057_gene	FW510-R12_contig_1_1057	Site-specific tyrosine recombinase XerD	Cytoplasmic	9.97		
1_847_gene	FW510-R12_contig_1_847	protein of unknown function DUF470	CytoplasmicMembrane	10.00		
1_1605_gene	FW510-R12_contig_1_1605	Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.8)	Cytoplasmic	9.97		
1_491_gene	FW510-R12_contig_1_491	ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	CytoplasmicMembrane	9.99		
1_3024_gene	FW510-R12_contig_1_3024	FIG040338: Glycosyl transferase	Cytoplasmic	9.97		
1_510_gene	FW510-R12_contig_1_510	Amidohydrolase family protein	CytoplasmicMembrane	7.88		
1_2685_gene	FW510-R12_contig_1_2685	Transcriptional regulator, AcrR family	Cytoplasmic	8.96		
1_43_gene	FW510-R12_contig_1_43	Transcriptional regulator, AcrR family	Cytoplasmic	9.97		
1_2826_gene	FW510-R12_contig_1_2826	Transcriptional regulator, AcrR family	Cytoplasmic	9.26		
1_352_gene	FW510-R12_contig_1_352	Transcriptional regulator, AcrR family	Cytoplasmic	9.97		
1_921_gene	FW510-R12_contig_1_921	Transcriptional regulator, AcrR family	Cytoplasmic	8.96		
1_328_gene	FW510-R12_contig_1_328	Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)	CytoplasmicMembrane	10.00		
1_703_gene	FW510-R12_contig_1_703	Aminopeptidase N	Periplasmic	9.99		
1_2858_gene	FW510-R12_contig_1_2858	Pyridoxal-5'-phosphate-dependent enzyme beta superfamily (fold type II)	Cytoplasmic	9.97		
1_2361_gene	FW510-R12_contig_1_2361	HtrA protease/chaperone protein	Periplasmic	9.76		
1_1786_gene	FW510-R12_contig_1_1786	Bacterial ribosome SSU maturation protein RimP	Cytoplasmic	9.97		
1_1570_gene	FW510-R12_contig_1_1570	NAD kinase (EC 2.7.1.23)	Cytoplasmic	9.26		
1_1788_gene	FW510-R12_contig_1_1788	Translation initiation factor 2	Cytoplasmic	9.97		
1_475_gene	FW510-R12_contig_1_475	Protein YrdA	Cytoplasmic	9.97		
1_1297_gene	FW510-R12_contig_1_1297	COG2102: Predicted ATPases of PP-loop superfamily	Cytoplasmic	8.96		
1_670_gene	FW510-R12_contig_1_670	Oxidoreductase, aldo/keto reductase family	Cytoplasmic	9.97		
1_913_gene	FW510-R12_contig_1_913	Monofunctional biosynthetic peptidoglycan transglycosylase	CytoplasmicMembrane	9.82		
1_2338_gene	FW510-R12_contig_1_2338	FIG000605: protein co-occurring with transport systems (COG1739)	Cytoplasmic	9.97		
1_327_gene	FW510-R12_contig_1_327	Cytochrome c-type biogenesis protein ResA	CytoplasmicMembrane	10.00		
1_1198_gene	FW510-R12_contig_1_1198	Type IV pilin PilA	Extracellular	9.96		Fimbrial
1_1199_gene	FW510-R12_contig_1_1199	Type IV pilin PilA	Extracellular	9.71		Fimbrial
1_1242_gene	FW510-R12_contig_1_1242	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	Cytoplasmic	9.97		
1_1634_gene	FW510-R12_contig_1_1634	Uncharacterized protein YjgR	Unknown	2.00		
1_1744_gene	FW510-R12_contig_1_1744	FIG002343: hypothetical protein	CytoplasmicMembrane	9.82		
1_2362_gene	FW510-R12_contig_1_2362	Sigma factor RpoE negative regulatory protein RseA	Unknown	2.00		
